Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,,
67,Female,Master's,Single,66576,651,28129,Business,Self-employed,16,Poor,0.336273548,253493,0,Lake Aaronshire,WA,Uzbekistan,3,0,High,,
39,Female,Bachelor's,Married,64273,777,46308,Business,Self-employed,6,Excellent,0.150295315,154005,2,Matthewview,DE,Dominican Republic,0,0,Medium,,
65,Non-binary,High School,Single,54593,628,49092,Auto,Self-employed,0,Good,0.41557777,155171,2,Alexanderbury,MP,Papua New Guinea,1,0,Low,,
69,Non-binary,PhD,Married,42487,640,17620,Auto,Employed,1,Poor,0.329723591,52473,0,East Jennaton,IN,Equatorial Guinea,1,1,Medium,,
39,Non-binary,PhD,Married,58458,779,42648,Home,Unemployed,4,Excellent,0.293070744,195287,0,Lake Lee,SD,Somalia,3,2,Medium,,
46,Non-binary,High School,Divorced,107242,613,10917,Auto,Employed,17,Good,0.240309766,129237,3,Matthewshire,MO,Peru,2,2,Low,,
66,Male,Bachelor's,Widowed,38423,790,8534,Business,Employed,16,Good,0.385555667,231882,2,Parkerfort,ME,Sao Tome and Principe,0,2,Low,,
37,Female,PhD,Widowed,70559,744,40422,Auto,Unemployed,12,Fair,0.241869324,49173,4,Debbieburgh,LA,Burkina Faso,4,2,Medium,,
65,Male,Bachelor's,Widowed,98314,625,27295,Auto,Employed,3,Excellent,0.455985401,292546,3,North Ronaldfort,SC,Serbia,2,1,High,,
34,Female,PhD,Divorced,22703,665,31274,Auto,Self-employed,11,Excellent,0.417962284,103999,0,New Kiara,CA,Oman,4,0,High,,
52,Female,High School,Married,110179,749,42559,Personal,Self-employed,15,Fair,0.525626534,132745,2,North William,VI,Western Sahara,2,1,High,,
56,Non-binary,Master's,Widowed,77751,683,42422,Home,Employed,15,Excellent,0.462628924,206056,0,Port Sabrinaberg,LA,Lao People's Democratic Republic,3,1,Medium,,
59,Male,High School,Married,21316,682,13911,Personal,Unemployed,5,Good,0.168292444,80096,4,Port Hannah,NM,Tajikistan,2,0,Low,,
38,Male,Master's,Widowed,90600,684,27579,Business,Employed,18,Fair,0.378533718,76653,3,Port Brianamouth,SD,Canada,4,0,Medium,,
31,Non-binary,Bachelor's,Single,81046,657,18011,Business,Employed,17,Excellent,0.387406102,79741,4,South Jeff,TX,Aruba,0,1,Medium,,
26,Male,High School,Divorced,35076,616,33499,Personal,Employed,4,Fair,0.309894382,241425,0,North Angela,ID,Andorra,3,0,Low,,
55,Male,High School,Single,64713,762,16304,Business,Self-employed,11,Fair,0.526407919,244760,2,East Jacobfort,PR,Uganda,4,1,Low,,
59,Female,PhD,Widowed,41711,766,44543,Business,Self-employed,1,Good,0.382859589,291507,3,New Derek,RI,Hong Kong,0,2,Low,,
43,Non-binary,PhD,Single,76982,773,13838,Business,Self-employed,9,Good,0.503690999,184426,0,Wrightburgh,GA,Poland,2,0,Low,,
59,Male,PhD,Single,76332,720,43813,Home,Self-employed,3,Excellent,0.249117186,180807,1,West Markhaven,NY,Palestinian Territory,1,2,Low,,
36,Non-binary,PhD,Widowed,119449,711,13482,Business,Unemployed,15,Fair,0.466426757,289477,0,West James,PW,Kuwait,0,1,Low,,
52,Male,Bachelor's,Single,48564,626,14969,Auto,Employed,3,Good,0.278043394,227102,0,Mcdonaldstad,OK,Sudan,0,2,Medium,,
29,Non-binary,PhD,Divorced,61003,675,38875,Auto,Unemployed,19,Good,0.41639054,94609,3,Maldonadoborough,FM,Bhutan,1,0,Low,,
56,Non-binary,High School,Single,22882,708,19068,Home,Employed,8,Fair,0.405214608,124941,2,Annaborough,KY,Guam,1,1,Low,,
52,Male,PhD,Single,96593,656,46732,Home,Employed,3,Excellent,0.340954339,83728,0,South Donaldburgh,NV,Yemen,2,0,Medium,,
49,Female,Master's,Divorced,27045,611,47970,Auto,Employed,3,Poor,0.170588575,65751,2,North Kellyfort,PR,Iran,0,2,High,,
66,Female,PhD,Widowed,23333,700,8691,Business,Self-employed,1,Poor,0.581937727,224931,4,Wardville,IN,Montenegro,0,2,Low,,
61,Non-binary,Master's,Single,75304,624,43429,Business,Unemployed,2,Good,0.36522977,154750,0,Christinamouth,UT,Bangladesh,1,2,Low,,
50,Male,Bachelor's,Divorced,58733,702,30150,Auto,Unemployed,18,Good,0.491573038,265600,1,Lake Paige,LA,Guyana,0,0,Low,,
29,Male,High School,Single,47453,717,20360,Business,Unemployed,6,Good,0.235224944,114799,2,Wesleyshire,NJ,Nicaragua,3,2,Low,,
33,Male,High School,Divorced,54018,723,20117,Business,Employed,17,Excellent,0.369325114,153161,2,Ronnieburgh,AL,Greenland,1,0,Medium,,
25,Non-binary,PhD,Divorced,92082,673,11866,Personal,Unemployed,14,Good,0.341998511,85031,1,North Megan,SC,Cape Verde,2,0,Medium,,
65,Female,High School,Single,30162,771,20455,Business,Self-employed,13,Excellent,0.290644354,227598,0,North Amanda,MH,British Virgin Islands,1,2,Medium,,
49,Male,Bachelor's,Widowed,20982,779,47146,Home,Self-employed,15,Good,0.193327283,39994,3,Lake Anthony,CT,Eritrea,2,2,Low,,
68,Male,Bachelor's,Divorced,49692,703,5298,Personal,Employed,12,Excellent,0.210479522,153524,3,Davisfort,VI,Mauritius,1,0,Low,,
18,Male,High School,Widowed,82345,768,41843,Personal,Employed,3,Poor,0.533141701,186649,0,North James,MS,Bolivia,2,0,Low,,
52,Non-binary,Bachelor's,Married,64493,674,9677,Business,Unemployed,9,Fair,0.143662248,90805,3,Vaughnshire,NY,Svalbard & Jan Mayen Islands,4,1,Medium,,
65,Non-binary,Bachelor's,Single,47924,679,22253,Auto,Self-employed,14,Poor,0.417681509,85781,2,North Susanbury,ME,Iran,1,2,Medium,,
54,Male,Bachelor's,Widowed,72136,792,30786,Personal,Employed,4,Fair,0.202608274,242005,2,East Derrickhaven,VT,Mozambique,1,2,Medium,,
33,Female,PhD,Divorced,32129,647,34309,Business,Self-employed,11,Good,0.346677924,228991,0,Laurieborough,NH,Cyprus,3,0,High,,
35,Non-binary,Bachelor's,Divorced,66458,625,22681,Personal,Self-employed,5,Poor,0.477886606,217260,4,East James,CA,Seychelles,2,0,Low,,
36,Non-binary,Master's,Divorced,106623,686,12496,Home,Unemployed,18,Good,0.212763326,186297,1,New Kerri,ME,Burundi,0,2,Low,,
58,Female,PhD,Single,84202,730,15515,Auto,Employed,8,Good,0.146485311,215248,3,Lake Davidton,MT,Egypt,4,0,Medium,,
37,Non-binary,Bachelor's,Single,118642,759,35487,Auto,Self-employed,1,Good,0.387774613,108782,4,Port Ashleyberg,GU,Mozambique,1,1,Medium,,
66,Male,Master's,Widowed,86453,740,8796,Business,Self-employed,13,Poor,0.423597097,127263,2,New Crystal,MO,Svalbard & Jan Mayen Islands,3,1,Medium,,
20,Male,High School,Married,40662,717,19263,Home,Employed,7,Good,0.449971457,187205,1,Pamelaton,AR,Fiji,3,0,Low,,
28,Male,Bachelor's,Single,68861,746,40989,Personal,Self-employed,2,Poor,0.269830241,145379,0,New Douglas,GA,Burkina Faso,2,1,Medium,,
50,Male,PhD,Married,21845,750,44009,Business,Self-employed,9,Excellent,0.105955687,144384,4,West Nicoletown,AZ,Algeria,1,2,Low,,
23,Female,PhD,Divorced,118428,697,25508,Business,Employed,9,Poor,0.508672695,181995,3,East Donald,OK,Eritrea,1,2,High,,
65,Female,Master's,Married,95561,692,11261,Auto,Employed,3,Poor,0.282826887,229180,1,South Catherinefurt,DC,Timor-Leste,0,1,Low,,
34,Non-binary,Master's,Widowed,46049,751,43321,Home,Employed,5,Fair,0.541231531,129120,2,New Joseph,WV,Japan,4,0,Medium,,
40,Non-binary,PhD,Divorced,105265,763,27903,Auto,Employed,1,Poor,0.43994221,249185,2,Mitchelltown,VI,Suriname,4,1,Medium,,
69,Female,High School,Divorced,58653,640,45791,Auto,Unemployed,16,Fair,0.322889271,248472,4,East Michaelport,WY,Cuba,0,0,Low,,
55,Non-binary,High School,Married,25870,725,25375,Business,Unemployed,4,Fair,0.330124804,181851,1,North James,WV,Lithuania,2,1,Medium,,
45,Non-binary,Bachelor's,Widowed,49048,718,8107,Auto,Self-employed,5,Excellent,0.465678658,212305,2,South Calvinfort,RI,New Caledonia,3,0,Medium,,
34,Female,Bachelor's,Widowed,29616,631,7604,Personal,Employed,12,Poor,0.541032197,208788,4,North Cody,UT,French Guiana,4,0,Low,,
18,Male,Bachelor's,Married,82160,752,28519,Home,Employed,2,Excellent,0.312874331,23422,3,Port Joseph,LA,El Salvador,2,2,Medium,,
66,Female,Master's,Widowed,84175,605,40469,Business,Unemployed,17,Fair,0.58037669,190341,2,Rodgersburgh,NH,Hong Kong,4,1,Low,,
60,Non-binary,High School,Married,26242,637,44308,Home,Employed,18,Excellent,0.329671971,258070,4,North Johnnystad,PA,Aruba,1,1,Medium,,
50,Male,PhD,Single,70639,782,15844,Personal,Unemployed,7,Poor,0.440655471,26758,1,Lake Carol,MS,Dominican Republic,4,0,Low,,
46,Female,High School,Single,110159,790,29837,Home,Self-employed,12,Poor,0.369030892,240011,1,West Tiffany,HI,Antarctica (the territory South of 60 deg S),2,1,Medium,,
28,Female,High School,Widowed,112526,752,36288,Personal,Employed,10,Fair,0.474230652,184535,1,East Jessicabury,NY,Equatorial Guinea,2,1,Low,,
56,Female,Master's,Married,73871,689,45186,Auto,Employed,12,Good,0.558789805,121187,1,Johnsonborough,FL,Trinidad and Tobago,1,2,Medium,,
30,Non-binary,Bachelor's,Widowed,41470,662,25724,Home,Self-employed,5,Poor,0.336825085,145766,0,Lake Joseton,CA,Honduras,2,1,Low,,
22,Female,Master's,Widowed,65420,797,18847,Home,Employed,6,Poor,0.195950661,35607,1,Harringtonmouth,GU,Korea,1,2,Medium,,
49,Male,Master's,Single,33582,681,5236,Home,Unemployed,11,Good,0.393562531,65973,3,New Scott,MP,Ghana,0,2,Low,,
61,Non-binary,Master's,Single,43229,765,26213,Business,Unemployed,7,Poor,0.355862352,26024,0,New Scott,WI,Morocco,4,0,Medium,,
29,Non-binary,Bachelor's,Divorced,35900,752,49891,Home,Self-employed,11,Poor,0.213565782,126761,0,South Rachelbury,RI,Namibia,2,0,Low,,
64,Female,Bachelor's,Single,50034,718,46672,Personal,Employed,16,Fair,0.200563815,200881,0,Cassidyton,NC,Gibraltar,0,1,High,,
45,Non-binary,Master's,Widowed,66435,761,31704,Auto,Self-employed,16,Poor,0.26491298,142200,4,Scottborough,UT,Germany,4,2,High,,
23,Male,Master's,Married,81800,769,7473,Personal,Employed,11,Poor,0.525355569,162787,3,Christyview,ME,Panama,4,2,High,,
65,Female,Master's,Widowed,67656,713,13980,Home,Employed,15,Fair,0.226556977,223173,1,West Carlafort,MD,Algeria,1,0,Low,,
28,Male,PhD,Single,80857,702,11027,Personal,Employed,16,Excellent,0.495677078,76012,0,Nelsonville,ID,Cameroon,0,2,Low,,
57,Non-binary,High School,Widowed,28058,706,19700,Auto,Unemployed,2,Poor,0.406161978,134807,1,Shannonview,MD,Uganda,2,0,Medium,,
41,Female,Bachelor's,Married,25257,612,10593,Business,Self-employed,16,Excellent,0.267149453,298459,0,East Amy,VT,Sierra Leone,1,1,Medium,,
31,Non-binary,Master's,Married,44102,623,37103,Home,Unemployed,8,Poor,0.48144142,155667,1,Lake Michael,MT,Palau,0,1,Low,,
57,Male,High School,Single,71070,718,29900,Personal,Employed,10,Good,0.541539312,68040,2,North Donnafurt,AK,New Caledonia,0,1,Medium,,
57,Female,Master's,Divorced,36143,798,41501,Home,Employed,7,Poor,0.359184602,35926,0,East Kaitlyn,CT,Saint Vincent and the Grenadines,3,0,Low,,
67,Non-binary,Bachelor's,Married,93177,702,38224,Personal,Employed,7,Excellent,0.160167999,25319,2,East Stephanie,AZ,Saint Pierre and Miquelon,3,0,Low,,
48,Non-binary,Master's,Divorced,36691,665,15440,Home,Unemployed,7,Good,0.441929297,39079,3,West Laurenchester,KY,Eritrea,0,0,Medium,,
64,Male,Master's,Married,80301,775,11868,Auto,Unemployed,6,Poor,0.321341104,119609,0,Port David,AL,Rwanda,1,1,Low,,
39,Male,Master's,Single,72488,770,12785,Auto,Unemployed,19,Fair,0.375537354,170514,2,Olsonbury,IA,Djibouti,4,1,Medium,,
21,Female,PhD,Married,63087,743,45724,Personal,Self-employed,11,Excellent,0.536274527,167231,4,East Carol,LA,Syrian Arab Republic,1,1,High,,
48,Female,Bachelor's,Widowed,27704,734,6732,Auto,Unemployed,17,Fair,0.399366556,20848,2,South Jeremy,MD,Heard Island and McDonald Islands,4,2,Low,,
20,Male,Master's,Divorced,22600,666,17185,Business,Employed,10,Excellent,0.281182192,80205,1,Albertchester,DC,Palestinian Territory,3,2,Low,,
53,Female,High School,Widowed,40121,698,15160,Personal,Self-employed,19,Fair,0.407208101,278639,4,West Kathrynview,NM,Zambia,4,2,Medium,,
39,Female,PhD,Divorced,44815,691,49632,Auto,Unemployed,5,Fair,0.509218495,256524,2,Walkerburgh,MH,Syrian Arab Republic,3,2,Low,,
45,Non-binary,Bachelor's,Single,108529,731,27817,Home,Unemployed,9,Poor,0.595927189,113125,3,North Leslietown,TX,Libyan Arab Jamahiriya,1,2,Low,,
32,Female,Master's,Divorced,20393,748,43173,Auto,Employed,15,Excellent,0.331919135,278778,2,North Katrinastad,SC,Senegal,3,0,Medium,,
39,Female,High School,Widowed,106151,611,23404,Personal,Unemployed,0,Poor,0.4611108,168919,2,Davidmouth,GU,Pitcairn Islands,0,2,Low,,
28,Non-binary,Bachelor's,Divorced,27404,631,38077,Personal,Employed,19,Poor,0.375207044,99718,2,Port Elizabethland,NV,Tonga,1,0,Medium,,
68,Female,Master's,Married,47956,605,34018,Business,Unemployed,7,Excellent,0.271473281,261476,4,Grayberg,NM,Chad,2,2,Low,,
45,Non-binary,Bachelor's,Widowed,67266,713,42030,Business,Unemployed,9,Excellent,0.39280401,181240,2,Jacksonfurt,HI,Saint Vincent and the Grenadines,0,0,Medium,,
29,Non-binary,Master's,Widowed,96821,681,25253,Business,Self-employed,15,Good,0.488933038,53597,1,Port Ronaldton,KS,Equatorial Guinea,1,2,Medium,,
20,Female,PhD,Married,20018,751,9857,Auto,Self-employed,9,Fair,0.304959558,269574,2,South Amy,PA,Nepal,0,2,Low,,
20,Male,Master's,Widowed,115619,759,26878,Personal,Unemployed,17,Fair,0.197806387,176634,3,Lake Matthewberg,NH,Hungary,4,0,Medium,,
28,Non-binary,Master's,Single,44660,715,46029,Auto,Employed,7,Poor,0.282787303,139390,1,Hoffmanmouth,AZ,Falkland Islands (Malvinas),2,2,Low,,
38,Non-binary,Master's,Divorced,104383,742,37723,Personal,Self-employed,1,Poor,0.534011737,195745,0,North Jeffreyberg,DC,French Guiana,3,1,High,,
30,Male,High School,Widowed,62692,757,12992,Personal,Self-employed,4,Fair,0.572627307,192364,3,Jacksonfurt,NC,Georgia,4,0,Low,,
29,Male,High School,Divorced,59632,755,18846,Auto,Employed,2,Good,0.223159066,38773,2,Rodriguezbury,NC,Anguilla,1,0,Low,,
31,Female,PhD,Married,64989,663,34703,Home,Self-employed,5,Fair,0.527001484,58736,0,Websterfurt,ND,Togo,0,0,Low,,
58,Male,PhD,Widowed,31167,711,45334,Business,Self-employed,8,Good,0.172987716,106988,2,East Aprilhaven,PR,Swaziland,2,1,Low,,
66,Male,High School,Divorced,102565,660,49066,Business,Employed,15,Fair,0.422721084,99471,2,New Anne,DE,Tuvalu,1,0,Medium,,
42,Male,Bachelor's,Divorced,84435,667,42265,Business,Unemployed,6,Good,0.466892646,34721,4,Port Linda,WI,Yemen,2,2,Low,,
67,Female,PhD,Married,79145,698,32117,Auto,Employed,2,Fair,0.14516068,230432,0,South Linda,ND,Saint Martin,3,0,Low,,
41,Female,High School,Single,48528,676,9029,Personal,Unemployed,13,Excellent,0.413882061,24494,3,Debrafort,PA,Saint Lucia,3,0,Medium,,
37,Non-binary,Master's,Widowed,55545,698,24739,Auto,Employed,9,Poor,0.168857971,292329,3,Stephaniefurt,WY,Saint Barthelemy,1,1,Low,,
69,Female,PhD,Single,51437,732,21000,Home,Unemployed,8,Poor,0.230149058,74074,4,Richardsonland,PR,Cote d'Ivoire,3,2,Medium,,
59,Female,Master's,Divorced,60663,679,29688,Business,Unemployed,0,Good,0.49155408,201679,4,East Antonio,KY,Algeria,1,1,Low,,
25,Non-binary,Master's,Divorced,60910,767,18944,Auto,Self-employed,0,Fair,0.121988906,168440,2,North Aprilside,NY,Burkina Faso,4,2,Low,,
18,Non-binary,Bachelor's,Divorced,56786,673,36600,Business,Self-employed,0,Good,0.459052303,41520,2,South Christopherfurt,AL,Iran,3,0,Medium,,
60,Non-binary,PhD,Widowed,90218,696,12962,Auto,Unemployed,4,Excellent,0.54700158,270921,1,Rubiochester,AK,Svalbard & Jan Mayen Islands,3,0,Low,,
27,Non-binary,Bachelor's,Widowed,45178,749,30592,Personal,Unemployed,4,Fair,0.253548781,103348,4,New Caleb,IN,Haiti,2,0,Medium,,
38,Male,PhD,Married,26032,764,31305,Business,Employed,12,Excellent,0.290776298,202301,2,Smithport,MD,Nigeria,3,0,Medium,,
42,Female,Master's,Single,99789,780,20166,Auto,Unemployed,5,Poor,0.461075884,66783,1,Floresland,NJ,North Macedonia,2,1,Low,,
43,Non-binary,PhD,Divorced,83165,711,33375,Auto,Self-employed,9,Good,0.190382508,285848,4,New Abigailtown,UT,American Samoa,4,0,Low,,
68,Non-binary,Master's,Married,48887,718,44579,Business,Self-employed,3,Excellent,0.569405447,274797,1,Lake Kennethberg,FL,Bouvet Island (Bouvetoya),4,0,Low,,
33,Male,High School,Married,79998,684,8881,Auto,Self-employed,7,Fair,0.349748077,194928,0,East Aaronchester,MP,Portugal,3,2,Low,,
50,Female,PhD,Single,51238,665,19111,Auto,Self-employed,13,Excellent,0.47445876,152123,3,Elizabethtown,NH,India,1,0,Medium,,
65,Female,Master's,Widowed,20997,665,22673,Personal,Unemployed,10,Good,0.472670221,44721,3,Kelleyside,PA,Switzerland,3,1,Low,,
59,Male,Bachelor's,Divorced,34568,678,41269,Business,Self-employed,17,Excellent,0.428836672,124965,2,Woodwardhaven,NH,Pitcairn Islands,3,2,Low,,
47,Female,High School,Divorced,100913,687,9763,Auto,Employed,17,Poor,0.541679533,249471,4,Jacobton,AK,Falkland Islands (Malvinas),4,0,Low,,
59,Non-binary,Bachelor's,Divorced,88625,672,12525,Auto,Self-employed,17,Poor,0.327916006,40638,2,Christinehaven,TX,Japan,1,2,Low,,
33,Non-binary,PhD,Single,73214,736,19134,Auto,Unemployed,0,Poor,0.598714532,43987,3,Carlosview,DE,France,0,0,Medium,,
41,Non-binary,PhD,Widowed,23188,770,17398,Personal,Self-employed,4,Excellent,0.306642382,66580,1,New William,MS,Bulgaria,4,0,Low,,
45,Non-binary,Bachelor's,Single,76624,640,10726,Home,Unemployed,3,Good,0.197158712,211987,3,Port Katherinemouth,MO,Timor-Leste,2,0,Low,,
61,Male,PhD,Divorced,74987,713,47276,Auto,Self-employed,12,Poor,0.247665175,78748,4,South Jennifer,WY,Burkina Faso,1,0,Medium,,
61,Non-binary,High School,Divorced,45460,608,22322,Business,Unemployed,15,Fair,0.558619883,237972,0,East Michael,DC,Samoa,2,0,Medium,,
53,Non-binary,PhD,Divorced,36772,740,49379,Personal,Unemployed,2,Excellent,0.564013332,78113,2,Port Cathyhaven,NC,Hong Kong,1,0,Low,,
66,Female,High School,Widowed,119432,782,26135,Auto,Self-employed,14,Good,0.247088177,32827,3,East Jaimetown,PW,Reunion,1,1,Medium,,
34,Male,PhD,Married,20163,759,20535,Home,Employed,12,Excellent,0.525446038,194917,4,South Kimberly,WI,South Georgia and the South Sandwich Islands,4,2,Low,,
40,Female,Master's,Married,37659,698,25543,Personal,Unemployed,4,Excellent,0.154593484,166119,2,Jordanmouth,RI,Seychelles,1,1,Low,,
30,Non-binary,Master's,Single,72204,637,33836,Personal,Employed,6,Poor,0.353886374,64871,0,East Kevinmouth,NJ,Nepal,1,2,Low,,
26,Male,PhD,Widowed,67602,637,7293,Personal,Unemployed,15,Excellent,0.105919875,130947,4,Karenfort,MP,Hong Kong,0,1,High,,
45,Non-binary,High School,Divorced,86033,672,8764,Business,Self-employed,9,Fair,0.427361468,68779,3,Port Jacobhaven,MS,Cyprus,0,1,Low,,
31,Male,High School,Single,70337,693,19213,Auto,Self-employed,19,Good,0.109977238,274572,4,New Alishafurt,KS,Romania,4,0,Low,,
24,Male,High School,Single,82059,776,33223,Auto,Unemployed,7,Fair,0.187409276,167951,0,Rickyside,WI,Fiji,2,1,Low,,
31,Non-binary,High School,Widowed,38946,751,11980,Business,Employed,3,Good,0.53033793,49165,4,Annaberg,KS,United States Virgin Islands,3,1,Low,,
64,Non-binary,Bachelor's,Married,106057,750,23083,Auto,Employed,15,Excellent,0.464823008,121181,4,South Jared,NV,Chile,2,1,Medium,,
66,Non-binary,Master's,Divorced,118474,713,42997,Home,Employed,6,Excellent,0.255533699,105535,3,South Jennifer,CO,Mayotte,0,0,Medium,,
33,Male,Master's,Divorced,117753,788,5706,Home,Self-employed,1,Good,0.505308241,160387,1,New Christopher,KS,Yemen,0,0,Low,,
41,Female,Bachelor's,Divorced,49152,641,24391,Home,Unemployed,2,Good,0.52289779,252528,1,Ryanhaven,AL,Zimbabwe,4,2,High,,
55,Female,High School,Single,97228,729,12695,Auto,Unemployed,0,Poor,0.406526346,221897,0,Jonathanmouth,AS,Timor-Leste,4,2,Low,,
25,Non-binary,PhD,Single,38317,659,27703,Home,Unemployed,7,Poor,0.133408454,135419,0,Patriciamouth,TX,Bouvet Island (Bouvetoya),2,0,Medium,,
22,Non-binary,PhD,Single,42474,724,19111,Auto,Unemployed,4,Excellent,0.173598817,56536,2,East Adrianastad,VT,Yemen,2,0,High,,
33,Female,High School,Widowed,89432,708,5376,Business,Self-employed,2,Good,0.583929856,281393,0,Sandraport,UT,Moldova,2,0,Medium,,
43,Female,Master's,Single,39266,743,45479,Auto,Self-employed,0,Poor,0.360677,117821,0,Laurahaven,OR,Poland,4,0,Low,,
23,Non-binary,PhD,Divorced,47257,677,12034,Business,Self-employed,15,Poor,0.589085365,202475,4,Alyssashire,PA,Malaysia,4,2,Low,,
58,Non-binary,PhD,Widowed,83620,660,30823,Home,Employed,8,Good,0.454358482,287338,0,South Paul,RI,Equatorial Guinea,2,2,Low,,
27,Male,Bachelor's,Single,65061,780,32287,Home,Unemployed,19,Fair,0.373769557,26293,4,Fishermouth,CT,Russian Federation,1,2,High,,
39,Female,Master's,Married,99854,756,26655,Home,Unemployed,14,Poor,0.185477373,78246,1,Hollymouth,AR,Puerto Rico,3,0,Medium,,
66,Non-binary,Master's,Single,44719,767,17057,Home,Unemployed,14,Good,0.520059125,270782,2,South Bryanside,MD,Guyana,2,2,Medium,,
50,Female,Bachelor's,Divorced,78513,774,46355,Personal,Employed,4,Good,0.252278208,273548,0,Jennifershire,VT,Mauritius,2,0,Low,,
35,Male,High School,Single,104583,610,38846,Auto,Unemployed,17,Excellent,0.134835283,142488,4,Montesshire,CO,Bouvet Island (Bouvetoya),2,2,Low,,
58,Non-binary,High School,Divorced,50608,767,29793,Auto,Unemployed,13,Good,0.5442114,251972,4,Robertsfort,AZ,Libyan Arab Jamahiriya,1,1,Low,,
23,Non-binary,PhD,Widowed,46445,769,28700,Personal,Unemployed,12,Excellent,0.539510895,162307,0,Aprilstad,MI,Honduras,4,2,Low,,
30,Male,Bachelor's,Widowed,115347,741,39722,Auto,Unemployed,6,Good,0.283367512,57062,2,Soniaport,AK,Papua New Guinea,4,0,Medium,,
34,Female,Master's,Married,29593,754,5085,Home,Unemployed,3,Excellent,0.482597391,291261,3,East Andreashire,MO,Wallis and Futuna,1,1,High,,
46,Female,High School,Married,80941,630,46577,Auto,Employed,11,Poor,0.293963374,68694,0,Gibsonbury,OR,Slovakia (Slovak Republic),1,0,Medium,,
33,Non-binary,High School,Married,108636,787,36905,Home,Self-employed,19,Good,0.299622496,78540,0,Meyerton,FL,Congo,3,1,Low,,
30,Female,Bachelor's,Widowed,71464,695,44618,Home,Employed,15,Poor,0.513273903,111807,4,Curryton,PR,Brazil,3,2,Low,,
49,Female,High School,Widowed,59931,682,27398,Business,Employed,16,Poor,0.295830046,143003,0,North Joshua,RI,Saint Lucia,3,1,Medium,,
56,Non-binary,Master's,Single,39623,656,12397,Business,Employed,13,Excellent,0.462405899,77154,2,Williamborough,KS,Micronesia,1,2,Low,,
22,Non-binary,Master's,Married,113366,744,31220,Business,Self-employed,1,Poor,0.565482754,233376,1,Brownbury,WI,Djibouti,2,2,Medium,,
48,Male,Master's,Married,107180,689,29822,Business,Self-employed,15,Good,0.196659297,23808,0,South Andrewberg,SD,Puerto Rico,2,2,High,,
39,Non-binary,Master's,Widowed,40654,704,32846,Business,Self-employed,11,Fair,0.143716261,57536,0,Liview,PA,United States Minor Outlying Islands,2,2,Low,,
27,Non-binary,PhD,Widowed,112944,754,23134,Business,Self-employed,3,Fair,0.218627842,262415,0,Schneiderside,CO,Spain,0,2,Low,,
23,Male,Bachelor's,Married,37565,776,14096,Home,Employed,18,Excellent,0.443960045,234100,2,Lake Sergio,NH,Zambia,1,1,Medium,,
38,Male,High School,Married,117229,684,10773,Home,Self-employed,2,Excellent,0.405929478,134939,4,New Michaeltown,NC,Philippines,4,1,Low,,
24,Male,Bachelor's,Married,41891,605,27170,Auto,Unemployed,2,Poor,0.186404117,207862,3,Weberfurt,ME,Greece,3,2,Medium,,
59,Non-binary,Bachelor's,Single,117367,686,41142,Personal,Employed,10,Good,0.593263585,183278,1,West Cristina,CT,Guinea-Bissau,1,2,Medium,,
52,Male,PhD,Widowed,82288,749,44630,Home,Unemployed,8,Poor,0.411284191,187450,0,Jessicachester,OR,United States of America,3,0,High,,
56,Female,PhD,Married,39622,603,30534,Business,Self-employed,3,Excellent,0.24271927,22884,1,East Shannon,CO,Trinidad and Tobago,4,0,Medium,,
41,Non-binary,PhD,Single,30652,759,32984,Home,Self-employed,5,Poor,0.535031176,199700,1,Michaeltown,PA,Cayman Islands,0,2,Low,,
26,Male,Bachelor's,Married,61581,650,43358,Business,Self-employed,6,Good,0.179655002,228354,4,Millershire,CO,Djibouti,3,1,Low,,
43,Male,Master's,Single,107754,705,13634,Business,Employed,16,Excellent,0.153605993,204841,1,West Desiree,DE,Cambodia,4,1,Medium,,
26,Non-binary,Master's,Divorced,65819,720,25876,Auto,Self-employed,15,Poor,0.388094164,205501,1,Victorialand,UT,Serbia,4,2,Low,,
29,Female,PhD,Single,37177,724,48039,Auto,Unemployed,0,Poor,0.508603327,136854,2,North Brentland,MN,Tuvalu,2,1,Low,,
32,Non-binary,PhD,Single,40128,623,34269,Business,Employed,10,Poor,0.251692485,200544,2,Christopherside,CO,Philippines,2,0,Low,,
27,Non-binary,Master's,Single,117289,711,41767,Business,Self-employed,2,Good,0.492085005,135552,2,East Laura,AR,Seychelles,1,2,Low,,
36,Male,PhD,Widowed,103938,634,13868,Personal,Employed,11,Excellent,0.38346476,107125,3,Lake Melaniebury,MP,Syrian Arab Republic,2,1,Low,,
64,Non-binary,PhD,Divorced,38595,636,20952,Home,Unemployed,5,Poor,0.167807771,45777,0,Johnsonchester,NJ,Saint Vincent and the Grenadines,4,1,Medium,,
65,Non-binary,Bachelor's,Single,119133,688,43284,Auto,Self-employed,13,Fair,0.332315181,115208,3,Lake Jasonmouth,MI,British Virgin Islands,0,2,Medium,,
32,Male,Master's,Married,113531,764,10304,Personal,Employed,14,Excellent,0.270973213,252051,2,Fishershire,FM,Saint Barthelemy,2,2,Medium,,
